ID	Group	Date	Time	BT
S30	IBA	07.02.2020	20:09:01	35,525
S30	IBA	07.02.2020	20:29:01	35,401
S30	IBA	07.02.2020	20:49:01	34,964
S30	IBA	07.02.2020	21:09:01	36,211
S30	IBA	07.02.2020	21:29:01	35,837
S30	IBA	07.02.2020	21:49:01	35,65
S30	IBA	07.02.2020	22:09:01	35,525
S30	IBA	07.02.2020	22:29:01	35,837
S30	IBA	07.02.2020	22:49:01	35,837
S30	IBA	07.02.2020	23:09:01	35,588
S30	IBA	07.02.2020	23:29:01	36,149
S30	IBA	07.02.2020	23:49:01	36,336
S30	IBA	08.02.2020	00:09:01	36,149
S30	IBA	08.02.2020	00:29:01	35,712
S30	IBA	08.02.2020	00:49:01	35,338
S30	IBA	08.02.2020	01:09:01	35,338
S30	IBA	08.02.2020	01:29:01	35,588
S30	IBA	08.02.2020	01:49:01	35,962
S30	IBA	08.02.2020	02:09:01	37,458
S30	IBA	08.02.2020	02:29:01	37,645
S30	IBA	08.02.2020	02:49:01	36,398
S30	IBA	08.02.2020	03:09:01	36,71
S30	IBA	08.02.2020	03:29:01	36,648
S30	IBA	08.02.2020	03:49:01	35,899
S30	IBA	08.02.2020	04:09:01	35,588
S30	IBA	08.02.2020	04:29:01	35,338
S30	IBA	08.02.2020	04:49:01	35,151
S30	IBA	08.02.2020	05:09:01	36,398
S30	IBA	08.02.2020	05:29:01	36,149
S30	IBA	08.02.2020	05:49:01	35,775
S30	IBA	08.02.2020	06:09:01	35,276
S30	IBA	08.02.2020	06:29:01	35,026
S30	IBA	08.02.2020	06:49:01	35,401
S30	IBA	08.02.2020	07:09:01	35,525
S30	IBA	08.02.2020	07:29:01	35,401
S30	IBA	08.02.2020	07:49:01	36,461
S30	IBA	08.02.2020	08:09:01	36,024
S30	IBA	08.02.2020	08:29:01	35,463
S30	IBA	08.02.2020	08:49:01	35,338
S30	IBA	08.02.2020	09:09:01	35,338
S30	IBA	08.02.2020	09:29:01	35,089
S30	IBA	08.02.2020	09:49:01	35,65
S30	IBA	08.02.2020	10:09:01	35,151
S30	IBA	08.02.2020	10:29:01	34,902
S30	IBA	08.02.2020	10:49:01	35,026
S30	IBA	08.02.2020	11:09:01	35,463
S30	IBA	08.02.2020	11:29:01	35,151
S30	IBA	08.02.2020	11:49:01	35,962
S30	IBA	08.02.2020	12:09:01	35,463
S30	IBA	08.02.2020	12:29:01	35,588
S30	IBA	08.02.2020	12:49:01	35,338
S30	IBA	08.02.2020	13:09:01	35,712
S30	IBA	08.02.2020	13:29:01	35,026
S30	IBA	08.02.2020	13:49:01	36,273
S30	IBA	08.02.2020	14:09:01	36,024
S30	IBA	08.02.2020	14:29:01	35,899
S30	IBA	08.02.2020	14:49:01	35,775
S30	IBA	08.02.2020	15:09:01	35,65
S30	IBA	08.02.2020	15:29:01	35,899
S30	IBA	08.02.2020	15:49:01	35,588
S30	IBA	08.02.2020	16:09:01	36,461
S30	IBA	08.02.2020	16:29:01	36,211
S30	IBA	08.02.2020	16:49:01	35,525
S30	IBA	08.02.2020	17:09:01	36,336
S30	IBA	08.02.2020	17:29:01	35,899
S30	IBA	08.02.2020	17:49:01	36,211
S30	IBA	08.02.2020	18:09:01	36,523
S30	IBA	08.02.2020	18:29:01	36,71
S30	IBA	08.02.2020	18:49:01	36,336
S30	IBA	08.02.2020	19:09:01	35,588
S30	IBA	08.02.2020	19:29:01	35,837
S30	IBA	08.02.2020	19:49:01	35,962
S30	IBA	08.02.2020	20:09:01	36,149
S30	IBA	08.02.2020	20:29:01	36,461
S30	IBA	08.02.2020	20:49:01	36,024
S30	IBA	08.02.2020	21:09:01	35,401
S30	IBA	08.02.2020	21:29:01	35,213
S30	IBA	08.02.2020	21:49:01	34,715
S30	IBA	08.02.2020	22:09:01	36,461
S30	IBA	08.02.2020	22:29:01	36,959
S30	IBA	08.02.2020	22:49:01	36,648
S30	IBA	08.02.2020	23:09:01	36,71
S30	IBA	08.02.2020	23:29:01	36,398
S30	IBA	08.02.2020	23:49:01	35,712
S30	IBA	09.02.2020	00:09:01	36,086
S30	IBA	09.02.2020	00:29:01	35,837
S30	IBA	09.02.2020	00:49:01	35,899
S30	IBA	09.02.2020	01:09:01	35,712
S30	IBA	09.02.2020	01:29:01	35,712
S30	IBA	09.02.2020	01:49:01	37,084
S30	IBA	09.02.2020	02:09:01	36,585
S30	IBA	09.02.2020	02:29:01	37,396
S30	IBA	09.02.2020	02:49:01	37,458
S30	IBA	09.02.2020	03:09:01	37,333
S30	IBA	09.02.2020	03:29:01	36,585
S30	IBA	09.02.2020	03:49:01	36,585
S30	IBA	09.02.2020	04:09:01	36,772
S30	IBA	09.02.2020	04:29:01	36,585
S30	IBA	09.02.2020	04:49:01	35,837
S30	IBA	09.02.2020	05:09:01	36,211
S30	IBA	09.02.2020	05:29:01	35,525
S30	IBA	09.02.2020	05:49:01	35,089
S30	IBA	09.02.2020	06:09:01	35,525
S30	IBA	09.02.2020	06:29:01	35,089
S30	IBA	09.02.2020	06:49:01	35,026
S30	IBA	09.02.2020	07:09:01	34,964
S30	IBA	09.02.2020	07:29:01	34,902
S30	IBA	09.02.2020	07:49:01	34,839
S30	IBA	09.02.2020	08:09:01	34,839
S30	IBA	09.02.2020	08:29:01	34,652
S30	IBA	09.02.2020	08:49:01	35,837
S30	IBA	09.02.2020	09:09:01	35,899
S30	IBA	09.02.2020	09:29:01	35,463
S30	IBA	09.02.2020	09:49:01	35,276
S30	IBA	09.02.2020	10:09:01	34,839
S30	IBA	09.02.2020	10:29:01	34,964
S30	IBA	09.02.2020	10:49:01	36,024
S30	IBA	09.02.2020	11:09:01	35,525
S30	IBA	09.02.2020	11:29:01	35,463
S30	IBA	09.02.2020	11:49:01	35,276
S30	IBA	09.02.2020	12:09:01	35,338
S30	IBA	09.02.2020	12:29:01	35,401
S30	IBA	09.02.2020	12:49:01	35,588
S30	IBA	09.02.2020	13:09:01	35,026
S30	IBA	09.02.2020	13:29:01	35,775
S30	IBA	09.02.2020	13:49:01	35,712
S30	IBA	09.02.2020	14:09:01	35,712
S30	IBA	09.02.2020	14:29:01	35,401
S30	IBA	09.02.2020	14:49:01	35,588
S30	IBA	09.02.2020	15:09:01	35,213
S30	IBA	09.02.2020	15:29:01	36,523
S30	IBA	09.02.2020	15:49:01	36,086
S30	IBA	09.02.2020	16:09:01	35,775
S30	IBA	09.02.2020	16:29:01	35,463
S30	IBA	09.02.2020	16:49:01	36,585
S30	IBA	09.02.2020	17:09:01	36,398
S30	IBA	09.02.2020	17:29:01	36,398
S30	IBA	09.02.2020	17:49:01	36,523
S30	IBA	09.02.2020	18:09:01	36,273
S30	IBA	09.02.2020	18:29:01	36,398
S30	IBA	09.02.2020	18:49:01	36,585
S30	IBA	09.02.2020	19:09:01	36,273
S30	IBA	09.02.2020	19:29:01	36,461
S30	IBA	09.02.2020	19:49:01	35,837
S30	IBA	09.02.2020	20:09:01	35,588
S30	IBA	09.02.2020	20:29:01	35,463
S30	IBA	09.02.2020	20:49:01	36,211
S30	IBA	09.02.2020	21:09:01	36,086
S30	IBA	09.02.2020	21:29:01	36,024
S30	IBA	09.02.2020	21:49:01	36,149
S30	IBA	09.02.2020	22:09:01	35,962
S30	IBA	09.02.2020	22:29:01	35,837
S30	IBA	09.02.2020	22:49:01	35,775
S30	IBA	09.02.2020	23:09:01	36,086
S30	IBA	09.02.2020	23:29:01	36,461
S30	IBA	09.02.2020	23:49:01	36,897
S30	IBA	10.02.2020	00:09:01	37,084
S30	IBA	10.02.2020	00:29:01	38,081
S30	IBA	10.02.2020	00:49:01	36,959
S30	IBA	10.02.2020	01:09:01	36,897
S30	IBA	10.02.2020	01:29:01	36,959
S30	IBA	10.02.2020	01:49:01	36,959
S30	IBA	10.02.2020	02:09:01	36,273
S30	IBA	10.02.2020	02:29:01	36,086
S30	IBA	10.02.2020	02:49:01	35,775
S30	IBA	10.02.2020	03:09:01	35,463
S30	IBA	10.02.2020	03:29:01	35,962
S30	IBA	10.02.2020	03:49:01	36,273
S30	IBA	10.02.2020	04:09:01	35,899
S30	IBA	10.02.2020	04:29:01	37,396
S30	IBA	10.02.2020	04:49:01	37,645
S30	IBA	10.02.2020	05:09:01	37,271
S30	IBA	10.02.2020	05:29:01	37,146
S30	IBA	10.02.2020	05:49:01	36,523
S30	IBA	10.02.2020	06:09:01	36,71
S30	IBA	10.02.2020	06:29:01	36,024
S30	IBA	10.02.2020	06:49:01	35,463
S30	IBA	10.02.2020	07:09:01	35,151
S30	IBA	10.02.2020	07:29:01	35,276
S30	IBA	10.02.2020	07:49:01	35,525
S30	IBA	10.02.2020	08:09:01	35,338
S30	IBA	10.02.2020	08:29:01	35,899
S30	IBA	10.02.2020	08:49:01	36,086
S30	IBA	10.02.2020	09:09:01	35,962
S30	IBA	10.02.2020	09:29:01	35,463
S30	IBA	10.02.2020	09:49:01	35,463
S30	IBA	10.02.2020	10:09:01	35,463
S30	IBA	10.02.2020	10:29:01	35,089
S30	IBA	10.02.2020	10:49:01	35,151
S30	IBA	10.02.2020	11:09:01	35,338
S30	IBA	10.02.2020	11:29:01	35,151
S30	IBA	10.02.2020	11:49:01	35,65
S30	IBA	10.02.2020	12:09:01	35,65
S30	IBA	10.02.2020	12:29:01	35,712
S30	IBA	10.02.2020	12:49:01	35,463
S30	IBA	10.02.2020	13:09:01	35,463
S30	IBA	10.02.2020	13:29:01	35,588
S30	IBA	10.02.2020	13:49:01	35,588
S30	IBA	10.02.2020	14:09:01	34,278
S30	IBA	10.02.2020	14:29:01	35,775
S30	IBA	10.02.2020	14:49:01	35,962
S30	IBA	10.02.2020	15:09:01	35,837
S30	IBA	10.02.2020	15:29:01	35,837
S30	IBA	10.02.2020	15:49:01	35,65
S30	IBA	10.02.2020	16:09:01	35,588
S30	IBA	10.02.2020	16:29:01	35,338
S30	IBA	10.02.2020	16:49:01	36,211
S30	IBA	10.02.2020	17:09:01	36,273
S30	IBA	10.02.2020	17:29:01	35,775
S30	IBA	10.02.2020	17:49:01	36,523
S30	IBA	10.02.2020	18:09:01	36,398
S30	IBA	10.02.2020	18:29:01	35,588
S30	IBA	10.02.2020	18:49:01	36,086
S30	IBA	10.02.2020	19:09:01	35,899
S30	IBA	10.02.2020	19:29:01	36,149
S30	IBA	10.02.2020	19:49:01	36,461
S30	IBA	10.02.2020	20:09:01	36,086
S30	IBA	10.02.2020	20:29:01	35,837
S30	IBA	10.02.2020	20:49:01	35,338
S30	IBA	10.02.2020	21:09:01	36,211
S30	IBA	10.02.2020	21:29:01	36,086
S30	IBA	10.02.2020	21:49:01	35,775
S30	IBA	10.02.2020	22:09:01	35,712
S30	IBA	10.02.2020	22:29:01	34,777
S30	IBA	10.02.2020	22:49:01	36,398
S30	IBA	10.02.2020	23:09:01	36,336
S30	IBA	10.02.2020	23:29:01	36,086
S30	IBA	10.02.2020	23:49:01	36,024
S30	IBA	11.02.2020	00:09:01	35,401
S30	IBA	11.02.2020	00:29:01	35,962
S30	IBA	11.02.2020	00:49:01	36,71
S30	IBA	11.02.2020	01:09:01	37,084
S30	IBA	11.02.2020	01:29:01	37,707
S30	IBA	11.02.2020	01:49:01	37,271
S30	IBA	11.02.2020	02:09:01	37,645
S30	IBA	11.02.2020	02:29:01	36,959
S30	IBA	11.02.2020	02:49:01	37,209
S30	IBA	11.02.2020	03:09:01	36,772
S30	IBA	11.02.2020	03:29:01	37,022
S30	IBA	11.02.2020	03:49:01	35,962
S30	IBA	11.02.2020	04:09:01	35,463
S30	IBA	11.02.2020	04:29:01	34,964
S30	IBA	11.02.2020	04:49:01	35,962
S30	IBA	11.02.2020	05:09:01	35,712
S30	IBA	11.02.2020	05:29:01	35,712
S30	IBA	11.02.2020	05:49:01	35,588
S30	IBA	11.02.2020	06:09:01	35,588
S30	IBA	11.02.2020	06:29:01	36,086
S30	IBA	11.02.2020	06:49:01	35,276
S30	IBA	11.02.2020	07:09:01	36,024
S30	IBA	11.02.2020	07:29:01	35,338
S30	IBA	11.02.2020	07:49:01	35,026
S30	IBA	11.02.2020	08:09:01	34,59
S30	IBA	11.02.2020	08:29:01	35,089
S30	IBA	11.02.2020	08:49:01	34,839
S30	IBA	11.02.2020	09:09:01	34,527
S30	IBA	11.02.2020	09:29:01	35,65
S30	IBA	11.02.2020	09:49:01	35,525
S30	IBA	11.02.2020	10:09:01	35,151
S30	IBA	11.02.2020	10:29:01	35,213
S30	IBA	11.02.2020	10:49:01	34,964
S30	IBA	11.02.2020	11:09:01	35,151
S30	IBA	11.02.2020	11:29:01	35,089
S30	IBA	11.02.2020	11:49:01	35,588
S30	IBA	11.02.2020	12:09:01	35,213
S30	IBA	11.02.2020	12:29:01	35,151
S30	IBA	11.02.2020	12:49:01	34,964
S30	IBA	11.02.2020	13:09:01	35,089
S30	IBA	11.02.2020	13:29:01	35,525
S30	IBA	11.02.2020	13:49:01	35,588
S30	IBA	11.02.2020	14:09:01	35,463
S30	IBA	11.02.2020	14:29:01	35,276
S30	IBA	11.02.2020	14:49:01	36,149
S30	IBA	11.02.2020	15:09:01	36,086
S30	IBA	11.02.2020	15:29:01	35,775
S30	IBA	11.02.2020	15:49:01	35,837
S30	IBA	11.02.2020	16:09:01	35,775
S30	IBA	11.02.2020	16:29:01	35,525
S30	IBA	11.02.2020	16:49:01	35,213
S30	IBA	11.02.2020	17:09:01	36,211
S30	IBA	11.02.2020	17:29:01	36,086
S30	IBA	11.02.2020	17:49:01	36,461
S30	IBA	11.02.2020	18:09:01	36,149
S30	IBA	11.02.2020	18:29:01	36,024
S30	IBA	11.02.2020	18:49:01	35,837
S30	IBA	11.02.2020	19:09:01	36,523
S30	IBA	11.02.2020	19:29:01	35,962
S30	IBA	11.02.2020	19:49:01	35,276
S30	IBA	11.02.2020	20:09:01	35,213
S30	IBA	11.02.2020	20:29:01	36,336
S30	IBA	11.02.2020	20:49:01	36,211
S30	IBA	11.02.2020	21:09:01	36,273
S30	IBA	11.02.2020	21:29:01	36,024
S30	IBA	11.02.2020	21:49:01	36,523
S30	IBA	11.02.2020	22:09:01	36,273
S30	IBA	11.02.2020	22:29:01	36,149
S30	IBA	11.02.2020	22:49:01	35,712
S30	IBA	11.02.2020	23:09:01	37,52
S30	IBA	11.02.2020	23:29:01	37,645
S30	IBA	11.02.2020	23:49:01	37,271
S30	IBA	12.02.2020	00:09:01	36,71
S30	IBA	12.02.2020	00:29:01	36,959
S30	IBA	12.02.2020	00:49:01	37,146
S30	IBA	12.02.2020	01:09:01	36,897
S30	IBA	12.02.2020	01:29:01	36,959
S30	IBA	12.02.2020	01:49:01	36,211
S30	IBA	12.02.2020	02:09:01	35,65
S30	IBA	12.02.2020	02:29:01	35,463
S30	IBA	12.02.2020	02:49:01	35,338
S30	IBA	12.02.2020	03:09:01	35,712
S30	IBA	12.02.2020	03:29:01	36,71
S30	IBA	12.02.2020	03:49:01	37,084
S30	IBA	12.02.2020	04:09:01	37,209
S30	IBA	12.02.2020	04:29:01	36,835
S30	IBA	12.02.2020	04:49:01	36,273
S30	IBA	12.02.2020	05:09:01	35,775
S30	IBA	12.02.2020	05:29:01	35,401
S30	IBA	12.02.2020	05:49:01	35,276
S30	IBA	12.02.2020	06:09:01	35,401
S30	IBA	12.02.2020	06:29:01	35,775
S30	IBA	12.02.2020	06:49:01	36,273
S30	IBA	12.02.2020	07:09:01	35,712
S30	IBA	12.02.2020	07:29:01	35,276
S30	IBA	12.02.2020	07:49:01	35,463
S30	IBA	12.02.2020	08:09:01	35,151
S30	IBA	12.02.2020	08:29:01	34,964
S30	IBA	12.02.2020	08:49:01	34,527
S30	IBA	12.02.2020	09:09:01	35,65
S30	IBA	12.02.2020	09:29:01	35,213
S30	IBA	12.02.2020	09:49:01	35,276
S30	IBA	12.02.2020	10:09:01	35,401
S30	IBA	12.02.2020	10:29:01	35,525
S30	IBA	12.02.2020	10:49:01	35,962
S30	IBA	12.02.2020	11:09:01	35,65
S30	IBA	12.02.2020	11:29:01	35,401
S30	IBA	12.02.2020	11:49:01	35,65
S30	IBA	12.02.2020	12:09:01	35,401
S30	IBA	12.02.2020	12:29:01	35,525
S30	IBA	12.02.2020	12:49:01	35,276
S30	IBA	12.02.2020	13:09:01	34,902
S30	IBA	12.02.2020	13:29:01	34,777
S30	IBA	12.02.2020	13:49:01	35,463
S30	IBA	12.02.2020	14:09:01	35,213
S30	IBA	12.02.2020	14:29:01	35,151
S30	IBA	12.02.2020	14:49:01	35,026
S30	IBA	12.02.2020	15:09:01	35,962
S30	IBA	12.02.2020	15:29:01	35,775
S30	IBA	12.02.2020	15:49:01	35,837
S30	IBA	12.02.2020	16:09:01	35,837
S30	IBA	12.02.2020	16:29:01	36,086
S30	IBA	12.02.2020	16:49:01	36,024
S30	IBA	12.02.2020	17:09:01	35,962
S30	IBA	12.02.2020	17:29:01	36,461
S30	IBA	12.02.2020	17:49:01	36,336
S30	IBA	12.02.2020	18:09:01	35,401
S30	IBA	12.02.2020	18:29:01	36,461
S30	IBA	12.02.2020	18:49:01	36,086
S30	IBA	12.02.2020	19:09:01	35,712
S30	IBA	12.02.2020	19:29:01	35,588
S30	IBA	12.02.2020	19:49:01	35,338
S30	IBA	12.02.2020	20:09:01	36,024
S30	IBA	12.02.2020	20:29:01	35,712
S30	IBA	12.02.2020	20:49:01	35,463
S30	IBA	12.02.2020	21:09:01	37,084
S30	IBA	12.02.2020	21:29:01	37,396
S30	IBA	12.02.2020	21:49:01	37,645
S30	IBA	12.02.2020	22:09:01	36,648
S30	IBA	12.02.2020	22:29:01	36,273
S30	IBA	12.02.2020	22:49:01	36,398
S30	IBA	12.02.2020	23:09:01	36,149
S30	IBA	12.02.2020	23:29:01	35,712
S30	IBA	12.02.2020	23:49:01	35,089
S30	IBA	13.02.2020	00:09:01	35,899
S30	IBA	13.02.2020	00:29:01	36,024
S30	IBA	13.02.2020	00:49:01	36,024
S30	IBA	13.02.2020	01:09:01	35,712
S30	IBA	13.02.2020	01:29:01	36,024
S30	IBA	13.02.2020	01:49:01	36,398
S30	IBA	13.02.2020	02:09:01	36,149
S30	IBA	13.02.2020	02:29:01	37,271
S30	IBA	13.02.2020	02:49:01	37,146
S30	IBA	13.02.2020	03:09:01	37,022
S30	IBA	13.02.2020	03:29:01	37,271
S30	IBA	13.02.2020	03:49:01	37,209
S30	IBA	13.02.2020	04:09:01	36,897
S30	IBA	13.02.2020	04:29:01	36,461
S30	IBA	13.02.2020	04:49:01	36,024
S30	IBA	13.02.2020	05:09:01	35,525
S30	IBA	13.02.2020	05:29:01	35,213
S30	IBA	13.02.2020	05:49:01	35,338
S30	IBA	13.02.2020	06:09:01	35,65
S30	IBA	13.02.2020	06:29:01	35,588
S30	IBA	13.02.2020	06:49:01	35,401
S30	IBA	13.02.2020	07:09:01	35,775
S30	IBA	13.02.2020	07:29:01	36,086
S30	IBA	13.02.2020	07:49:01	35,463
S30	IBA	13.02.2020	08:09:01	35,089
S30	IBA	13.02.2020	08:29:01	34,715
S30	IBA	13.02.2020	08:49:01	34,652
S30	IBA	13.02.2020	09:09:01	34,278
S30	IBA	13.02.2020	09:29:01	34,59
S30	IBA	13.02.2020	09:49:01	34,652
S30	IBA	13.02.2020	10:09:01	34,652
S30	IBA	13.02.2020	10:29:01	34,34
S30	IBA	13.02.2020	10:49:01	35,338
S30	IBA	13.02.2020	11:09:01	35,65
S30	IBA	13.02.2020	11:29:01	35,401
S30	IBA	13.02.2020	11:49:01	35,151
S30	IBA	13.02.2020	12:09:01	35,213
S30	IBA	13.02.2020	12:29:01	34,839
S30	IBA	13.02.2020	12:49:01	35,213
S30	IBA	13.02.2020	13:09:01	35,276
S30	IBA	13.02.2020	13:29:01	35,089
S30	IBA	13.02.2020	13:49:01	35,775
S30	IBA	13.02.2020	14:09:01	35,463
S30	IBA	13.02.2020	14:29:01	35,276
S30	IBA	13.02.2020	14:49:01	34,902
S30	IBA	13.02.2020	15:09:01	35,899
S30	IBA	13.02.2020	15:29:01	35,65
S30	IBA	13.02.2020	15:49:01	35,588
S30	IBA	13.02.2020	16:09:01	35,712
S30	IBA	13.02.2020	16:29:01	35,899
S30	IBA	13.02.2020	16:49:01	35,588
S30	IBA	13.02.2020	17:09:01	36,273
S30	IBA	13.02.2020	17:29:01	36,024
S30	IBA	13.02.2020	17:49:01	35,837
S30	IBA	13.02.2020	18:09:01	35,962
S30	IBA	13.02.2020	18:29:01	36,273
S30	IBA	13.02.2020	18:49:01	35,712
S30	IBA	13.02.2020	19:09:01	35,463
S30	IBA	13.02.2020	19:29:01	36,273
S30	IBA	13.02.2020	19:49:01	36,336
S30	IBA	13.02.2020	20:09:01	35,775
S30	IBA	13.02.2020	20:29:01	35,712
S30	IBA	13.02.2020	20:49:01	35,213
S30	IBA	13.02.2020	21:09:01	35,962
S30	IBA	13.02.2020	21:29:01	36,149
S30	IBA	13.02.2020	21:49:01	36,024
S30	IBA	13.02.2020	22:09:01	35,65
S30	IBA	13.02.2020	22:29:01	36,086
S30	IBA	13.02.2020	22:49:01	36,897
S30	IBA	13.02.2020	23:09:01	37,707
S30	IBA	13.02.2020	23:29:01	37,396
S30	IBA	13.02.2020	23:49:01	36,585
S30	IBA	14.02.2020	00:09:01	36,897
S30	IBA	14.02.2020	00:29:01	36,71
S30	IBA	14.02.2020	00:49:01	36,71
S30	IBA	14.02.2020	01:09:01	36,149
S30	IBA	14.02.2020	01:29:01	35,712
S30	IBA	14.02.2020	01:49:01	35,775
S30	IBA	14.02.2020	02:09:01	36,336
S30	IBA	14.02.2020	02:29:01	36,024
S30	IBA	14.02.2020	02:49:01	36,648
S30	IBA	14.02.2020	03:09:01	37,271
S30	IBA	14.02.2020	03:29:01	37,458
S30	IBA	14.02.2020	03:49:01	36,523
S30	IBA	14.02.2020	04:09:01	36,648
S30	IBA	14.02.2020	04:29:01	36,336
S30	IBA	14.02.2020	04:49:01	36,086
S30	IBA	14.02.2020	05:09:01	36,086
S30	IBA	14.02.2020	05:29:01	35,525
S30	IBA	14.02.2020	05:49:01	35,026
S30	IBA	14.02.2020	06:09:01	34,839
S30	IBA	14.02.2020	06:29:01	34,59
S30	IBA	14.02.2020	06:49:01	35,401
S30	IBA	14.02.2020	07:09:01	35,089
S30	IBA	14.02.2020	07:29:01	35,712
S30	IBA	14.02.2020	07:49:01	35,962
S30	IBA	14.02.2020	08:09:01	35,588
S30	IBA	14.02.2020	08:29:01	34,964
S30	IBA	14.02.2020	08:49:01	34,715
S30	IBA	14.02.2020	09:09:01	34,715
S30	IBA	14.02.2020	09:29:01	34,59
S30	IBA	14.02.2020	09:49:01	35,65
S30	IBA	14.02.2020	10:09:01	35,463
S30	IBA	14.02.2020	10:29:01	35,401
S30	IBA	14.02.2020	10:49:01	35,463
S30	IBA	14.02.2020	11:09:01	35,151
S30	IBA	14.02.2020	11:29:01	34,839
S30	IBA	14.02.2020	11:49:01	35,089
S30	IBA	14.02.2020	12:09:01	35,338
S30	IBA	14.02.2020	12:29:01	35,775
S30	IBA	14.02.2020	12:49:01	35,775
S30	IBA	14.02.2020	13:09:01	35,588
S30	IBA	14.02.2020	13:29:01	35,588
S30	IBA	14.02.2020	13:49:01	35,276
S30	IBA	14.02.2020	14:09:01	35,712
S30	IBA	14.02.2020	14:29:01	35,213
S30	IBA	14.02.2020	14:49:01	34,652
S30	IBA	14.02.2020	15:09:01	36,211
S30	IBA	14.02.2020	15:29:01	35,712
S30	IBA	14.02.2020	15:49:01	35,276
S30	IBA	14.02.2020	16:09:01	35,401
S30	IBA	14.02.2020	16:29:01	34,964
S30	IBA	14.02.2020	16:49:01	35,899
S30	IBA	14.02.2020	17:09:01	35,65
S30	IBA	14.02.2020	17:29:01	35,463
S30	IBA	14.02.2020	17:49:01	35,026
S30	IBA	14.02.2020	18:09:01	35,401
S30	IBA	14.02.2020	18:29:01	36,336
S30	IBA	14.02.2020	18:49:01	35,775
S30	IBA	14.02.2020	19:09:01	36,585
S30	IBA	14.02.2020	19:29:01	36,149
S30	IBA	14.02.2020	19:49:01	35,712
S30	IBA	14.02.2020	20:09:01	35,089
S30	IBA	14.02.2020	20:29:01	36,336
S30	IBA	14.02.2020	20:49:01	35,712
S30	IBA	14.02.2020	21:09:01	35,276
S30	IBA	14.02.2020	21:29:01	35,837
S30	IBA	14.02.2020	21:49:01	36,211
S30	IBA	14.02.2020	22:09:01	36,024
S30	IBA	14.02.2020	22:29:01	35,65
S30	IBA	14.02.2020	22:49:01	35,712
S30	IBA	14.02.2020	23:09:01	35,089
S30	IBA	14.02.2020	23:29:01	36,211
S30	IBA	14.02.2020	23:49:01	35,962
S30	IBA	15.02.2020	00:09:01	36,648
S30	IBA	15.02.2020	00:29:01	37,645
S30	IBA	15.02.2020	00:49:01	37,458
S30	IBA	15.02.2020	01:09:01	37,022
S30	IBA	15.02.2020	01:29:01	36,585
S30	IBA	15.02.2020	01:49:01	37,209
S30	IBA	15.02.2020	02:09:01	37,146
S30	IBA	15.02.2020	02:29:01	36,211
S30	IBA	15.02.2020	02:49:01	35,837
S30	IBA	15.02.2020	03:09:01	35,525
S30	IBA	15.02.2020	03:29:01	34,964
S30	IBA	15.02.2020	03:49:01	35,089
S30	IBA	15.02.2020	04:09:01	35,276
S30	IBA	15.02.2020	04:29:01	35,65
S30	IBA	15.02.2020	04:49:01	36,585
S30	IBA	15.02.2020	05:09:01	36,461
S30	IBA	15.02.2020	05:29:01	36,398
S30	IBA	15.02.2020	05:49:01	35,775
S30	IBA	15.02.2020	06:09:01	35,338
S30	IBA	15.02.2020	06:29:01	35,213
S30	IBA	15.02.2020	06:49:01	34,777
S30	IBA	15.02.2020	07:09:01	35,213
S30	IBA	15.02.2020	07:29:01	34,777
S30	IBA	15.02.2020	07:49:01	35,775
S30	IBA	15.02.2020	08:09:01	35,463
S30	IBA	15.02.2020	08:29:01	35,213
S30	IBA	15.02.2020	08:49:01	35,026
S30	IBA	15.02.2020	09:09:01	34,964
S30	IBA	15.02.2020	09:29:01	35,338
S30	IBA	15.02.2020	09:49:01	35,463
S30	IBA	15.02.2020	10:09:01	35,401
S30	IBA	15.02.2020	10:29:01	35,401
S30	IBA	15.02.2020	10:49:01	35,213
S30	IBA	15.02.2020	11:09:01	34,902
S30	IBA	15.02.2020	11:29:01	35,089
S30	IBA	15.02.2020	11:49:01	36,024
S30	IBA	15.02.2020	12:09:01	35,588
S30	IBA	15.02.2020	12:29:01	35,588
S30	IBA	15.02.2020	12:49:01	35,65
S30	IBA	15.02.2020	13:09:01	35,401
S30	IBA	15.02.2020	13:29:01	35,712
S30	IBA	15.02.2020	13:49:01	35,338
S30	IBA	15.02.2020	14:09:01	34,59
S30	IBA	15.02.2020	14:29:01	36,086
S30	IBA	15.02.2020	14:49:01	35,65
S30	IBA	15.02.2020	15:09:01	35,525
S30	IBA	15.02.2020	15:29:01	35,463
S30	IBA	15.02.2020	15:49:01	35,65
S30	IBA	15.02.2020	16:09:01	35,712
S30	IBA	15.02.2020	16:29:01	35,588
S30	IBA	15.02.2020	16:49:01	35,463
S30	IBA	15.02.2020	17:09:01	36,149
S30	IBA	15.02.2020	17:29:01	36,273
S30	IBA	15.02.2020	17:49:01	35,899
S30	IBA	15.02.2020	18:09:01	35,962
S30	IBA	15.02.2020	18:29:01	35,775
S30	IBA	15.02.2020	18:49:01	36,086
S30	IBA	15.02.2020	19:09:01	34,964
S30	IBA	15.02.2020	19:29:01	35,775
S30	IBA	15.02.2020	19:49:01	36,461
S30	IBA	15.02.2020	20:09:01	35,899
S30	IBA	15.02.2020	20:29:01	35,463
S30	IBA	15.02.2020	20:49:01	35,089
S30	IBA	15.02.2020	21:09:01	36,149
S30	IBA	15.02.2020	21:29:01	35,962
S30	IBA	15.02.2020	21:49:01	35,525
